"NPA","CO Code (NXX)","Status","Exchange Area","Province","Company","OCN","Remarks"
418,384,"In Service","Stoneham","QC","Videotron Ltd.","8306",
418,385,"In Service","Grande-Riviere","QC","TELUS Quebec","8083",
418,386,"In Service","Sainte-Marie-de-Beauce","QC","TELUS Quebec","8083",
418,387,"In Service","Sainte-Marie-de-Beauce","QC","TELUS Quebec","8083",
418,388,"In Service","Caplan","QC","TELUS Quebec","8083",
418,389,"In Service","Sainte-Marie-de-Beauce","QC","TELUS Quebec","8083",
418,390,"In Service","Sainte-Marie-de-Beauce","QC","TELUS Quebec","8083",
418,391,"In Service","New Richmond","QC","TELUS Quebec","8083",
418,392,"In Service","New Richmond","QC","TELUS Quebec","8083",
418,393,"In Service","Grande-Vallee","QC","TELUS Quebec","8083",
418,394,"In Service","Saint-Flavien","QC","Bell Mobility","6574",
418,395,"In Service","Cloridorme","QC","TELUS Quebec","8083",
418,396,"In Service","Port-Daniel","QC","TELUS Quebec","8083",
418,397,"In Service","Saint-Joseph-de-Beauce","QC","TELUS Quebec","8083",
418,398,"In Service","Chandler","QC","Bell Mobility","6574",
418,399,"In Service","Pont-Rouge","QC","Bell Mobility","6574",
418,400,"In Service","St-Hilarion","QC","Videotron Ltd.","8306",
418,401,"In Service","Saint-Agapit","QC","Videotron Ltd.","8306",
418,402,"In Service","Laterriere","QC","Videotron Ltd.","8306",
418,403,"In Service","Saint-Marc-des-Carrieres","QC","Videotron Ltd.","328F",
418,404,"In Service","Valcartier","QC","Videotron Ltd.","8306",
418,405,"In Service","St-Fereol","QC","Videotron Ltd.","8306",
418,406,"In Service","Boischatel","QC","Videotron Ltd.","8306",
418,407,"In Service","Loretteville","QC","Videotron Ltd.","8306",
418,408,"In Service","Perce","QC","TELUS Mobility","8303",
418,409,"In Service","Sept-Iles","QC","TELUS Mobility","8303",
418,410,"In Service","Pont-Rouge","QC","TELUS Mobility","8303",
418,411,"For Special Use",,,,,"Directory Assistance"
418,412,"In Service","Jonquiere","QC","Videotron Ltd.","8306",
418,413,"In Service","Saint-Antoine-de-Tilly","QC","Videotron Ltd.","8306",
418,414,"In Service","Val-Alain","QC","Videotron Ltd.","8306",
418,415,"In Service","Saint-Flavien","QC","Videotron Ltd.","8306",
418,416,"In Service","Rimouski","QC","Fido Solutions Inc.","5643",
418,417,"In Service","Saint-Lambert-de-Lauzon","QC","Videotron Ltd.","8306",
418,418,"Not Available",,,,,"Home NPA"
418,419,"In Service","Saint-Tite","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,420,"In Service","Sainte-Marie-de-Beauce","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,421,"In Service","Sainte-Marie-de-Beauce","QC","Fido Solutions Inc.","5643",
418,422,"In Service","St-Methode-de-Frontenac","QC","Telebec Ltee.","8239",
418,423,"In Service","Black Lake","QC","Bell Canada","8050",
418,424,"In Service","Leeds","QC","Bell Canada","8050",
418,425,"In Service","Quebec","QC","Zayo Canada Inc.","8304",
418,426,"In Service","Tring Jonction","QC","Bell Canada","8050",
418,427,"In Service","East Broughton","QC","Bell Canada","8050",
418,428,"In Service","St-Ferdinand-D'Halifax","QC","Bell Canada","8050",
418,429,"In Service","Matane","QC","Bell Mobility","6574",
418,430,"In Service","Thetford Mines","QC","IVIC Telecom s.e.n.c","817D",
418,431,"In Service","Quebec","QC","Iristel Inc.","154E",
418,432,"In Service","Saint-Pamphile","QC","Bell Mobility","6574",
418,433,"In Service","Saint-Apollinaire","QC","Videotron Ltd.","8306",
418,434,"In Service","St-Fidele","QC","Bell Canada","8050",
418,435,"In Service","Baie-St-Paul","QC","Bell Canada","8050",
418,436,"In Service","Baie-St-Paul","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,437,"In Service","Chicoutimi","QC","Telecommunications Xittel Inc","247F",
418,438,"In Service","Ile-aux-Coudres","QC","Bell Canada","8050",
418,439,"In Service","Clermont","QC","Bell Canada","8050",
418,440,"In Service","Quebec","QC","Videotron Ltd.","328F",
418,441,"In Service","Ste-Catherine","QC","Videotron Ltd.","8306",
418,442,"In Service","Delisle","QC","TELUS Quebec","2243",
418,443,"In Service","Stratford","QC","Bell Canada","8050",
418,444,"In Service","Sept-Iles","QC","TELUS Mobility","8303",
418,445,"In Service","Baie-Comeau (Hauterive)","QC","TELUS Mobility","8303",
418,446,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,447,"In Service","Montmagny","QC","TELUS Mobility","8303",
418,448,"In Service","Sainte-Marie-de-Beauce","QC","TELUS Mobility","8303",
418,449,"In Service","Disraeli","QC","Telebec Ltee.","8239",
418,450,"In Service","Alma","QC","Videotron Ltd.","328F",
418,451,"In Service","St-Prime","QC","Videotron Ltd.","8306",
418,452,"In Service","St-Irenee","QC","Bell Canada","8050",
418,453,"In Service","Inverness","QC","Bell Canada","8050",
418,454,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,455,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,456,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,457,"In Service","St-Hilarion","QC","Bell Canada","8050",
418,458,"In Service","Garthby","QC","Bell Canada","8050",
418,459,"In Service","La Guadeloupe","QC","Telebec Ltee.","8239",
418,460,"Not Available",,,,,"Not available iaw Section 3.7 of CO Code Guidelines: Future Canadian Geographic NPA"
418,461,"In Service","Blanc-Sablon","QC","TELUS Quebec","8083",
418,462,"In Service","Donnacona","QC","Videotron Ltd.","8306",
418,463,"In Service","Notre-Dame-des-Laurentides","QC","Videotron Ltd.","8306",
418,464,"In Service","Saint-Odilon","QC","Sogetel Inc.","8237",
418,465,"In Service","Riviere-au-Tonnerre","QC","TELUS Quebec","8083",
418,466,"In Service","Armagh","QC","TELUS Quebec","8083",
418,467,"In Service","Saint-Damien-de-Buckland","QC","Videotron Ltd.","8306",
418,468,"In Service","Quebec","QC","IXICA Communications Inc.","812H",
418,469,"In Service","Saint-Paul-de-Montminy","QC","TELUS Quebec","8083",
418,470,"In Service","Inverness","QC","IVIC Telecom s.e.n.c","817D",
418,471,"In Service","St-Simeon","QC","Videotron Ltd.","8306",
418,472,"In Service","Saint-Francois","QC","Videotron Ltd.","8306",
418,473,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,474,"In Service","Donnacona","QC","Iristel Inc.","154E",
418,475,"In Service","Saint-Bernard-de-Dorchester","QC","TELUS Quebec","8083",
418,476,"In Service","Quebec","QC","ISP Telecom","4727",
418,477,"In Service","La Baie (Chicoutimi Co.)","QC","Videotron Ltd.","8306",
418,478,"In Service","Quebec","QC","Fibernetics Corporation","464D",
418,479,"In Service","Frampton","QC","TELUS Quebec","8083",
418,480,"In Service","Alma","QC","Bell Canada","8050",
418,481,"In Service","Alma","QC","Bell Canada","8050",
418,482,"In Service","Alma","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,483,"In Service","Courcelles","QC","La Cie de Telephone de Courcelles Inc.","8208",
418,484,"In Service","St-Ephrem-de-Beauce","QC","Le Telephone de St-Ephrem Inc","8233",
418,485,"In Service","St-Honore","QC","Telebec Ltee.","8239",
418,486,"In Service","Lambton","QC","La Compagnie de Telephone de Lambton Inc.","8219",
418,487,"In Service","Alma","QC","Bell Canada","8050",
418,488,"In Service","Charny","QC","TELUS Quebec","2243",
418,489,"In Service","Clermont","QC","Videotron Ltd.","8306",
418,490,"In Service","Chicoutimi","QC","Fido Solutions Inc.","5643",
418,491,"In Service","Chambord","QC","Videotron Ltd.","8306",
418,492,"In Service","St-Pascal","QC","Bell Canada","8050",
418,493,"In Service","St-Andre","QC","Bell Canada","8050",
418,494,"In Service","Ville Degelis","QC","Videotron Ltd.","8306",
418,495,"In Service","St-Alexandre","QC","Bell Canada","8050",
418,496,"In Service","St-Nicolas","QC","Videotron Ltd.","8306",
418,497,"In Service","St-Honore (Temiscouata Co.)","QC","Bell Canada","8050",
418,498,"In Service","St-Philippe-de-Neri","QC","Bell Canada","8050",
418,499,"In Service","Biencourt","QC","Bell Canada","8050",
418,500,"In Service","Saint-Basile","QC","Videotron Ltd.","8306",
418,501,"In Service","Albanel","QC","Videotron Ltd.","8306",
418,502,"In Service","St-Fulgence","QC","Videotron Ltd.","8306",
418,503,"In Service","St-Honore (Chicoutimi Co.)","QC","Videotron Ltd.","8306",
418,504,"In Service","Sainte-Henedine","QC","Videotron Ltd.","8306",
418,505,"In Service","Tring Jonction","QC","TELUS Quebec","2243",
418,506,"In Service","Sainte-Marie-de-Beauce","QC","Iristel Inc.","154E",
418,507,"In Service","Saint-Tite","QC","TELUS Mobility","8303",
418,508,"In Service","Montmagny","QC","Bell Mobility","6574",
418,509,"In Service","Rimouski","QC","Bell Mobility","6574",
418,510,"In Service","Donnacona","QC","Bell Mobility","6574",
418,511,"For Special Use",,,,,"Weather and Traveller Information Services"
418,512,"In Service","Jonquiere","QC","Videotron Ltd.","8306",
418,513,"In Service","Montmagny","QC","Videotron Ltd.","8306",
418,514,"In Service","Tadoussac","QC","Bell Mobility","6574",
418,515,"In Service","St-Felicien","QC","Bell Mobility","6574",
418,516,"In Service","Trois-Pistoles","QC","Bell Mobility","6574",
418,517,"In Service","Port-Cartier","QC","Bell Mobility","6574",
418,518,"In Service","St-Felicien","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,519,"In Service","La Guadeloupe","QC","Videotron Ltd.","8306",
418,520,"In Service","Quebec","QC","TELUS Mobility","8303",
418,521,"In Service","Quebec","QC","Bell Canada","8050",
418,522,"In Service","Quebec","QC","Bell Canada","8050",
418,523,"In Service","Quebec","QC","Bell Canada","8050",
418,524,"In Service","Quebec","QC","Bell Canada","8050",
418,525,"In Service","Quebec","QC","Bell Canada","8050",
418,526,"In Service","St-Ambroise-de-Chicoutimi","QC","Videotron Ltd.","8306",
418,527,"In Service","Quebec","QC","Bell Canada","8050",
418,528,"In Service","Quebec","QC","Bell Canada","8050",
418,529,"In Service","Quebec","QC","Bell Canada","8050",
418,530,"In Service","Bonaventure","QC","TELUS Quebec","8083",
418,531,"In Service","St-Nicolas","QC","Videotron Ltd.","8306",
418,532,"In Service","Havre-Saint-Pierre","QC","TELUS Quebec","8083",
418,533,"In Service","Aguanish","QC","TELUS Quebec","8083",
418,534,"In Service","Bonaventure","QC","TELUS Quebec","8083",
418,535,"In Service","Port-Menier","QC","TELUS Quebec","8083",
418,536,"In Service","Sayabec","QC","TELUS Quebec","8083",
418,537,"Not Available",,,,,"Not available iaw Section 3.7 of CO Code Guidelines: Future Canadian Geographic NPA"
418,538,"In Service","Havre-Saint-Pierre","QC","TELUS Quebec","8083",
418,539,"In Service","Baie-Johan-Beetz","QC","TELUS Quebec","8083",
418,540,"In Service","Chicoutimi","QC","Bell Mobility","6574",
418,541,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,542,"In Service","Jonquiere","QC","Bell Canada","8050",
418,543,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,544,"In Service","La Baie (Chicoutimi Co.)","QC","Bell Canada","8050",
418,545,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,546,"In Service","Jonquiere","QC","Bell Canada","8050",
418,547,"In Service","Jonquiere","QC","Bell Canada","8050",
418,548,"In Service","Jonquiere","QC","Bell Canada","8050",
418,549,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,550,"In Service","Chicoutimi","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,551,"In Service","Riviere-du-Loup","QC","TELUS Mobility","8303",
418,552,"In Service","Donnacona","QC","Videotron Ltd.","328F",
418,553,"In Service","Havre-Saint-Pierre","QC","TELUS Mobility","8303",
418,554,"In Service","Quebec","QC","TELUS Mobility","8303",
418,555,"For Special Use",,,,,"Universal Information"
418,556,"In Service","Matane","QC","TELUS Quebec","8083",
418,557,"In Service","Chicoutimi","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,558,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,559,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,560,"In Service","Matane","QC","TELUS Quebec","8083",
418,561,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,562,"In Service","Matane","QC","TELUS Quebec","8083",
418,563,"In Service","Quebec","QC","Bell Mobility","6574",
418,564,"In Service","Quebec","QC","Bell Mobility","6574",
418,565,"In Service","Colombier","QC","TELUS Quebec","8083",
418,566,"In Service","Matane","QC","TELUS Quebec","8083",
418,567,"In Service","Chute-aux-Outardes","QC","TELUS Quebec","8083",
418,568,"In Service","Godbout","QC","TELUS Quebec","8083",
418,569,"In Service","Quebec","QC","Bell Mobility","6574",
418,570,"In Service","Quebec","QC","Bell Mobility","6574",
418,571,"In Service","Quebec","QC","Bell Mobility","6574",
418,572,"In Service","Quebec","QC","Bell Mobility","6574",
418,573,"In Service","Quebec","QC","Bell Mobility","6574",
418,574,"In Service","Loretteville","QC","Videotron Ltd.","8306",
418,575,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,576,"In Service","Quebec","QC","Bell Mobility","6574",
418,577,"In Service","Quebec","QC","Bell Canada","8050",
418,578,"In Service","Forestville","QC","TELUS Quebec","8083",
418,579,"In Service","Chicoutimi","QC","Distributel","083E",
418,580,"In Service","Quebec","QC","Bell Mobility","6574",
418,581,"Not Available",,,,,"Home NPA"
418,582,"In Service","Saint-Gedeon-de-Beauce","QC","TELUS Quebec","8083",
418,583,"In Service","Clarke City","QC","TELUS Quebec","8083",
418,584,"In Service","Manicouagan 5","QC","TELUS Quebec","8083",
418,585,"In Service","Schefferville","QC","Telebec Ltee.","8239",
418,586,"In Service","Forestville","QC","TELUS Quebec","8083",
418,587,"In Service","Forestville","QC","TELUS Quebec","8083",
418,588,"In Service","St-Victor-de-Beauce","QC","La Compagnie de Telephone de St-Victor","8235",
418,589,"In Service","Baie-Comeau (Hauterive)","QC","TELUS Quebec","8083",
418,590,"In Service","Chicoutimi","QC","TELUS Mobility","8303",
418,591,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,592,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,593,"In Service","Saint-Zacharie","QC","Sogetel Inc.","8237",
418,594,"In Service","Saint-Prosper-de-Dorchester","QC","TELUS Quebec","8083",
418,595,"In Service","Saint-Camille","QC","Sogetel Inc.","8237",
418,596,"In Service","Saint-Patrice-de-Beaurivage","QC","TELUS Quebec","8083",
418,597,"In Service","Saint-Theophile","QC","TELUS Quebec","8083",
418,598,"In Service","Saint-Jean-Port-Joli","QC","TELUS Quebec","8083",
418,599,"In Service","Sainte-Agathe-de-Lotbiniere","QC","TELUS Quebec","8083",
418,600,"In Service","Ile-aux-Coudres","QC","Videotron Ltd.","8306",
418,601,"In Service","St-Fidele","QC","Videotron Ltd.","8306",
418,602,"In Service","Chicoutimi","QC","Videotron Ltd.","8306",
418,603,"In Service","Levis","QC","Videotron Ltd.","8306",
418,604,"In Service","La Dore","QC","Videotron Ltd.","8306",
418,605,"In Service","Riviere-du-Loup","QC","Videotron Ltd.","8306",
418,606,"In Service","Ste-Brigitte-de-Laval","QC","Videotron Ltd.","8306",
418,607,"In Service","L'Islet","QC","Videotron Ltd.","8306",
418,608,"In Service","Anse-St-Jean","QC","Videotron Ltd.","8306",
418,609,"In Service","Quebec","QC","TELUS Mobility","8303",
418,610,"Moratorium on Assignment",,,,,
418,611,"For Special Use",,,,,"Repair Service"
418,612,"In Service","Chicoutimi","QC","Videotron Ltd.","8306",
418,613,"In Service","St-Felicien","QC","Videotron Ltd.","8306",
418,614,"In Service","Quebec","QC","Videotron Ltd.","8306",
418,615,"In Service","Chicoutimi","QC","TELUS Quebec","2243",
418,616,"In Service","Chandler","QC","TELUS Mobility","8303",
418,617,"In Service","La Malbaie","QC","TELUS Mobility","8303",
418,618,"In Service","St-Felicien","QC","TELUS Mobility","8303",
418,619,"In Service","St-Nicolas","QC","Videotron Ltd.","8306",
418,620,"In Service","La Malbaie","QC","Videotron Ltd.","8306",
418,621,"In Service","Quebec","QC","Bell Canada","8050",
418,622,"In Service","Quebec","QC","Bell Canada","8050",
418,623,"In Service","Quebec","QC","Bell Canada","8050",
418,624,"In Service","Quebec","QC","Bell Canada","8050",
418,625,"In Service","Lac-Etchemin","QC","Sogetel Inc.","8237",
418,626,"In Service","Quebec","QC","Bell Canada","8050",
418,627,"In Service","Quebec","QC","Bell Canada","8050",
418,628,"In Service","Quebec","QC","Bell Canada","8050",
418,629,"In Service","Amqui","QC","TELUS Quebec","8083",
418,630,"In Service","St-Felicien","QC","Bell Canada","8050",
418,631,"In Service","Amqui","QC","TELUS Quebec","8083",
418,632,"In Service","Petite-Riviere-St-Francois","QC","Bell Canada","8050",
418,633,"In Service","La Malbaie","QC","Bell Mobility","6574",
418,634,"In Service","Quebec","QC","Bell Canada","8050",
418,635,"In Service","Les Eboulements","QC","Bell Canada","8050",
418,636,"In Service","Saint-Luc","QC","Sogetel Inc.","8237",
418,637,"In Service","St-Felicien","QC","Bell Mobility","6574",
418,638,"In Service","St-Simeon","QC","Bell Canada","8050",
418,639,"In Service","St-Urbain","QC","Bell Canada","8050",
418,640,"In Service","Quebec","QC","Bell Canada","8050",
418,641,"In Service","Quebec","QC","Bell Canada","8050",
418,642,"In Service","Saint-Malachie","QC","TELUS Quebec","8083",
418,643,"In Service","Quebec","QC","Bell Canada","8050",
418,644,"In Service","Quebec","QC","Bell Canada","8050",
418,645,"In Service","Barachois","QC","TELUS Quebec","8083",
418,646,"In Service","Quebec","QC","Bell Canada","8050",
418,647,"In Service","Quebec","QC","Bell Canada","8050",
418,648,"In Service","Quebec","QC","Bell Canada","8050",
418,649,"In Service","Quebec","QC","Bell Canada","8050",
418,650,"In Service","Quebec","QC","Bell Canada","8050",
418,651,"In Service","Quebec","QC","Bell Canada","8050",
418,652,"In Service","Quebec","QC","Bell Canada","8050",
418,653,"In Service","Quebec","QC","Bell Canada","8050",
418,654,"In Service","Quebec","QC","Bell Canada","8050",
418,655,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,656,"In Service","Quebec","QC","Bell Canada","8050",
418,657,"In Service","Quebec","QC","Bell Canada","8050",
418,658,"In Service","Quebec","QC","Bell Canada","8050",
418,659,"In Service","Quebec","QC","Bell Canada","8050",
418,660,"In Service","Quebec","QC","Bell Canada","8050",
418,661,"In Service","Quebec","QC","Bell Canada","8050",
418,662,"In Service","Alma","QC","Bell Canada","8050",
418,663,"In Service","Quebec","QC","Bell Canada","8050",
418,664,"In Service","Quebec","QC","Bell Canada","8050",
418,665,"In Service","La Malbaie","QC","Bell Canada","8050",
418,666,"In Service","Quebec","QC","Bell Canada","8050",
418,667,"In Service","Quebec","QC","Bell Canada","8050",
418,668,"In Service","Alma","QC","Bell Canada","8050",
418,669,"In Service","Alma","QC","Bell Canada","8050",
418,670,"In Service","Quebec","QC","Bell Canada","8050",
418,671,"In Service","St-Felicien","QC","Bell Canada","8050",
418,672,"In Service","St-Ambroise-de-Chicoutimi","QC","Bell Canada","8050",
418,673,"In Service","St-Honore (Chicoutimi Co.)","QC","Bell Canada","8050",
418,674,"In Service","St-Fulgence","QC","Bell Canada","8050",
418,675,"In Service","Ste-Rose-du-Nord","QC","Bell Canada","8050",
418,676,"In Service","Ferland","QC","Bell Canada","8050",
418,677,"In Service","La Baie (Chicoutimi Co.)","QC","Bell Canada","8050",
418,678,"In Service","Laterriere","QC","Bell Canada","8050",
418,679,"In Service","St-Felicien","QC","Bell Canada","8050",
418,680,"In Service","Chandler","QC","TELUS Quebec","8083",
418,681,"In Service","Quebec","QC","Bell Canada","8050",
418,682,"In Service","Quebec","QC","Bell Canada","8050",
418,683,"In Service","Quebec","QC","Bell Canada","8050",
418,684,"In Service","Quebec","QC","Bell Canada","8050",
418,685,"In Service","Saint-Come","QC","TELUS Quebec","8083",
418,686,"In Service","Quebec","QC","Bell Canada","8050",
418,687,"In Service","Quebec","QC","Bell Canada","8050",
418,688,"In Service","Quebec","QC","Bell Canada","8050",
418,689,"In Service","Chandler","QC","TELUS Quebec","8083",
418,690,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,691,"In Service","Quebec","QC","Bell Canada","8050",
418,692,"In Service","Quebec","QC","Bell Canada","8050",
418,693,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,694,"In Service","Quebec","QC","Bell Canada","8050",
418,695,"In Service","Jonquiere","QC","Bell Canada","8050",
418,696,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,697,"In Service","La Baie (Chicoutimi Co.)","QC","Bell Canada","8050",
418,698,"In Service","Chicoutimi","QC","Bell Canada","8050",
418,699,"In Service","Jonquiere","QC","Bell Canada","8050",
418,700,"In Service","Saint-Henri-de-Levis","QC","Videotron Ltd.","8306",
418,701,"In Service","Sainte-Croix","QC","Videotron Ltd.","8306",
418,702,"In Service","Ste-Anne-de-Beaupre","QC","Videotron Ltd.","8306",
418,703,"In Service","Saint-Edouard-de-Lotbiniere","QC","Videotron Ltd.","8306",
418,704,"In Service","Quebec","QC","Videotron Ltd.","8306",
418,705,"In Service","Saint-Raphael","QC","Videotron Ltd.","8306",
418,706,"In Service","Dolbeau","QC","Videotron Ltd.","8306",
418,707,"In Service","Sainte-Anne-de-la-Perade","QC","Bell Mobility","6574",
418,708,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Cable)","8377",
418,709,"In Service","Riviere-du-Loup","QC","TELUS Mobility","8303",
418,710,"In Service","Saint-Pamphile","QC","TELUS Mobility","8303",
418,711,"For Special Use",,,,,"Message Relay"
418,712,"In Service","Rimouski","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,713,"In Service","Amqui","QC","Bell Mobility","6574",
418,714,"In Service","Riviere-du-Loup","QC","Bell Mobility","6574",
418,715,"In Service","Cap-Saint-Ignace","QC","Videotron Ltd.","8306",
418,716,"In Service","Saint-Tite","QC","Videotron Ltd.","8306",
418,717,"In Service","Quebec","QC","Rogers Communications Canada Inc. (Wireless)","8821",
418,718,"In Service","Chicoutimi","QC","TELUS Mobility","8303",
418,719,"In Service","Alma","QC","TELUS Mobility","8303",
418,720,"In Service","Alma","QC","TELUS Mobility","8303",
418,721,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,722,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,723,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,724,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,725,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,726,"In Service","Natashquan","QC","TELUS Quebec","8083",
418,727,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,728,"In Service","Saint-Flavien","QC","TELUS Quebec","8083",
418,729,"In Service","Les Mechins","QC","TELUS Quebec","8083",
418,730,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,731,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,732,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,733,"In Service","Sainte-Felicite","QC","TELUS Quebec","8083",
418,734,"In Service","Rimouski","QC","Bell Canada","984C",
418,735,"In Service","Sainte-Blandine","QC","TELUS Quebec","8083",
418,736,"In Service","Bic","QC","TELUS Quebec","8083",
418,737,"In Service","Saint-Ulric","QC","TELUS Quebec","8083",
418,738,"In Service","Saint-Simon-de-Rimouski","QC","TELUS Quebec","8083",
418,739,"In Service","Luceville","QC","TELUS Quebec","8083",
418,740,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,741,"In Service","Levis","QC","Distributel","083E",
418,742,"In Service","Val-Brillant","QC","TELUS Quebec","8083",
418,743,"In Service","Saint-Leon-le-Grand","QC","TELUS Quebec","8083",
418,744,"In Service","Val-Alain","QC","TELUS Quebec","8083",
418,745,"In Service","Chapais","QC","Telebec Ltee.","8239",
418,746,"In Service","Ste-Anne-de-Beaupre","QC","Videotron Ltd.","8306",
418,747,"In Service","Quebec","QC","TELUS Quebec","2243",
418,748,"In Service","Chibougamau","QC","Telebec Ltee.","8239",
418,749,"In Service","Rimouski","QC","TELUS Quebec","8083",
418,750,"In Service","Rimouski","QC","TELUS Mobility","8303",
418,751,"In Service","New Carlisle","QC","TELUS Quebec","8083",
418,752,"In Service","New Carlisle","QC","TELUS Quebec","8083",
418,753,"Available",,,,,
418,754,"In Service","St-Nicolas","QC","TELUS Quebec","2243",
418,755,"In Service","Thetford Mines","QC","TELUS Quebec","2243",
418,756,"In Service","Causapscal","QC","TELUS Quebec","8083",
418,757,"In Service","Saint-Flavien","QC","TELUS Quebec","8083",
418,758,"In Service","Alma","QC","TELUS Quebec","2243",
418,759,"In Service","Maria","QC","TELUS Quebec","8083",
418,760,"In Service","Baie-St-Paul","QC","Videotron Ltd.","8306",
418,761,"In Service","Charny","QC","Videotron Ltd.","8306",
418,762,"In Service","Boischatel","QC","Videotron Ltd.","8306",
418,763,"In Service","Sainte-Anne-des-Monts","QC","TELUS Quebec","8083",
418,764,"In Service","Sainte-Anne-des-Monts","QC","TELUS Quebec","8083",
418,765,"In Service","Roberval","QC","TELUS Quebec","2243",
418,766,"In Service","Port-Cartier","QC","TELUS Quebec","8083",
418,767,"In Service","Loretteville","QC","TELUS Quebec","2243",
418,768,"In Service","Port-Cartier","QC","TELUS Quebec","8083",
418,769,"In Service","Alma","QC","TELUS Quebec","2243",
418,770,"In Service","Chibougamau","QC","Telebec Ltee.","8239",
418,771,"In Service","Jonquiere","QC","TELUS Quebec","2243",
418,772,"In Service","Baie-des-Sables","QC","TELUS Quebec","8083",
418,773,"In Service","Mutton Bay","QC","TELUS Quebec","8083",
418,774,"In Service","Beauceville","QC","Sogetel Inc.","8237",
418,775,"In Service","Mont-Joli","QC","TELUS Quebec","8083",
418,776,"In Service","Saint-Moise","QC","TELUS Quebec","8083",
418,777,"In Service","Newport","QC","TELUS Quebec","8083",
418,778,"In Service","Lac-au-Saumon","QC","TELUS Quebec","8083",
418,779,"In Service","Esprit-Saint","QC","TELUS Quebec","8083",
418,780,"In Service","Quebec","QC","TELUS Quebec","2243",
418,781,"In Service","Quebec","QC","TELUS Quebec","2243",
418,782,"In Service","Perce","QC","TELUS Quebec","8083",
418,783,"In Service","Perce","QC","TELUS Quebec","8083",
418,784,"In Service","Murdochville","QC","TELUS Quebec","8083",
418,785,"In Service","Mont-Joli","QC","TELUS Quebec","8083",
418,786,"In Service","Cap-Chat","QC","TELUS Quebec","8083",
418,787,"In Service","Chevery","QC","TELUS Quebec","8083",
418,788,"In Service","Pointe-a-la-Croix","QC","TELUS Quebec","8083",
418,789,"In Service","Saint-Damien-de-Buckland","QC","TELUS Quebec","8083",
418,790,"In Service","La Malbaie","QC","Videotron Ltd.","328F",
418,791,"In Service","Neuville","QC","Videotron Ltd.","8306",
418,792,"In Service","Normandin","QC","Videotron Ltd.","8306",
418,793,"In Service","Peribonka","QC","Videotron Ltd.","8306",
418,794,"In Service","Nouvelle","QC","TELUS Quebec","8083",
418,795,"In Service","Harrington Harbour","QC","TELUS Quebec","8083",
418,796,"In Service","Saint-Edouard-de-Lotbiniere","QC","TELUS Quebec","8083",
418,797,"In Service","Mont-Louis","QC","TELUS Quebec","8083",
418,798,"In Service","Saint-Gabriel","QC","TELUS Quebec","8083",
418,799,"In Service","Pentecote","QC","TELUS Quebec","8083",
418,800,"In Service","Quebec","QC","Iristel Inc.","154E",
418,801,"In Service","Quebec","QC","Bell Canada","8050",
418,802,"In Service","Quebec","QC","TELUS Mobility","8303",
418,803,"In Service","Quebec","QC","TELUS Mobility","8303",
418,804,"In Service","Saint-Michel","QC","Videotron Ltd.","8306",
418,805,"In Service","Quebec","QC","TELUS Mobility","8303",
418,806,"In Service","Quebec","QC","TELUS Mobility","8303",
